993,8
1004,1
1001,2
992,3
1001,3
999,9
987,3
996,6
987,3
996,6
993,9
987,1
997,2
991,9
1014,6
1013,0
1008,7
1007,6
1006,7
1005,0
1011,2
1010,2
1011,2
1009,9
1006,4
1005,7
1007,2
997,9
1004,4
1009,0
1009,2
1008,9
1009,8
1013,2
1012,2
1009,7
1011,8
1014,2
1011,3
1009,9
1012,5
1013,5
1012,3
1008,1
1011,1
1002,6
1007,7
1006,2
1010,0
1004,7
1002,3
1006,2
994,9
1007,5
1011,1
1009,6
1014,0
1008,2
1005,9
1008,5
998,4
1003,7
1008,2
1007,7
1011,7
1009,2
1001,9
1006,0
998,0
1012,9
1006,7
997,3
1002,1
1002,1
1004,1
1008,3
995,1
1014,6
1009,7
1007,6
1007,5
1008,3
1012,5
1000,7
1016,5
1012,5
1011,1
1011,5
1011,6
1014,5
1011,0
1005,2
1012,0
1020,0
1015,9
1007,5
1011,8
1012,1
1009,2
1010,0
1012,5
1011,6
1006,7
1002,9
1011,0
1009,4
1005,0
1009,5
1009,4
1012,1
1012,4
1008,0
1003,3
1014,4
1009,9
1009,3
1006,9
1008,6
1008,4
1003,5
1010,2
1004,5
1004,6
1003,4
1001,5
1003,1
1004,2
1002,3
999,8
999,4
998,5
996,1
998,0
999,1
907,6
998,3
996,8
993,8
993,6
992,6
993,2
993,9
993,5
989,9
993,1
993,3
988,8
989,1
988,0
990,9
988,8
984,8
986,8
901,4
987,9
988,6
988,6
990,1
983,9
899,2
1002,5
1003,0
1006,9
998,3
902,0
1009,0
1008,4
1006,3
996,6
988,1
1008,2
1010,3
1007,4
1007,5
992,9
1000,0
985,0
1007,6
1011,1
1008,8
998,4
1001,7
1001,1
999,5
1001,4
998,7
988,0
994,0
997,6
979,1
1003,6
1003,1
1012,1
1011,2
1005,8
992,5
1000,6
999,1
999,7
998,7
999,4
998,7
999,3
988,4
998,5
1002,3
1001,5
907,0
1011,9
1008,7
1004,2
1005,0
997,9
996,7
997,7
999,6
997,0
987,7
992,4
996,2
979,8
978,3
996,5
996,4
997,8
997,7
1002,5
1000,7
